bin_start_ns,bin_end_ns,bin_mid_us,pause_events,resume_events,net_pause_events,active_paused_ports,ports_with_event,overall_cluster_throughput_gbps,pipeline_cluster_throughput_gbps,pipeline_hotspot_touch_cluster_throughput_gbps,pipeline_non_hotspot_cluster_throughput_gbps,alltoall_cluster_throughput_gbps
270000,280000,275.0,0,0,0,0,0,275.2,275.2,76.0,199.2,0.0
280000,290000,285.0,0,0,0,0,0,440.0,440.0,119.2,320.8,0.0
290000,300000,295.0,0,0,0,0,0,572.8,572.8,157.6,415.2,0.0
300000,310000,305.0,0,0,0,0,0,566.4,566.4,154.4,412.0,0.0
310000,320000,315.0,0,0,0,0,0,984.0,984.0,268.0,716.0,0.0
320000,330000,325.0,0,0,0,0,0,873.6,873.6,240.8,632.8,0.0
330000,340000,335.0,0,0,0,0,0,977.6,977.6,265.6,712.0,0.0
340000,350000,345.0,0,0,0,0,0,1483.2,1483.2,405.6,1077.6,0.0
350000,360000,355.0,0,0,0,0,0,30.656,30.656,13.7216,16.9344,0.0
360000,370000,365.0,0,0,0,0,0,51.2,51.2,25.6,25.6,0.0
370000,380000,375.0,0,0,0,0,0,52.8,52.8,26.4,26.4,0.0
380000,390000,385.0,0,0,0,0,0,38.4,38.4,19.2,19.2,0.0
390000,400000,395.0,0,0,0,0,0,68.8,68.8,34.4,34.4,0.0
400000,410000,405.0,0,0,0,0,0,0.2304,0.2304,0.1152,0.1152,0.0
410000,420000,415.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
420000,430000,425.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
430000,440000,435.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
440000,450000,445.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
450000,460000,455.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
460000,470000,465.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
470000,480000,475.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
480000,490000,485.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
490000,500000,495.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
500000,510000,505.0,0,0,0,0,0,209.6,75.2,20.0,55.2,134.4
510000,520000,515.0,0,0,0,0,0,472.0,197.6,37.6,160.0,274.4
520000,530000,525.0,0,0,0,0,0,836.0,264.8,65.6,199.2,571.2
530000,540000,535.0,0,0,0,0,0,1056.8,397.6,77.6,320.0,659.2
540000,550000,545.0,0,0,0,0,0,1157.6,475.2,59.2,416.0,682.4
550000,560000,555.0,0,0,0,0,0,1152.0,461.6,49.6,412.0,690.4
560000,570000,565.0,0,0,0,0,0,1456.0,763.2,48.0,715.2,692.8
570000,580000,575.0,0,0,0,0,0,1373.6,673.6,40.0,633.6,700.0
580000,590000,585.0,0,0,0,0,0,1452.0,752.8,41.6,711.2,699.2
590000,600000,595.0,0,0,0,0,0,1816.0,1113.6,36.0,1077.6,702.4
600000,610000,605.0,0,0,0,0,0,756.1344,52.1344,35.2,16.9344,704.0
610000,620000,615.0,0,0,0,0,0,764.8,58.4,32.0,26.4,706.4
620000,630000,625.0,0,0,0,0,0,762.4,56.0,31.2,24.8,706.4
630000,640000,635.0,0,0,0,0,0,760.0,50.4,29.6,20.8,709.6
640000,650000,645.0,0,0,0,0,0,772.0,60.8,26.4,34.4,711.2
650000,660000,655.0,0,0,0,0,0,739.3152,25.7152,25.6,0.1152,713.6
660000,670000,665.0,0,0,0,0,0,737.7152,24.1152,24.1152,0.0,713.6
670000,680000,675.0,0,0,0,0,0,737.6,13.6,13.6,0.0,724.0
680000,690000,685.0,0,0,0,0,0,736.0,12.8,12.8,0.0,723.2
690000,700000,695.0,0,0,0,0,0,736.8,12.8,12.8,0.0,724.0
700000,710000,705.0,0,0,0,0,0,737.6,12.8,12.8,0.0,724.8
710000,720000,715.0,0,0,0,0,0,737.6,12.8,12.8,0.0,724.8
720000,730000,725.0,0,0,0,0,0,737.6,12.8,12.8,0.0,724.8
730000,740000,735.0,0,0,0,0,0,737.6,12.8,12.8,0.0,724.8
740000,750000,745.0,0,0,0,0,0,737.6,12.8,12.8,0.0,724.8
750000,760000,755.0,0,0,0,0,0,793.6,75.2,20.0,55.2,718.4
760000,770000,765.0,0,0,0,0,0,897.6,181.6,21.6,160.0,716.0
770000,780000,775.0,0,0,0,0,0,937.6,226.4,27.2,199.2,711.2
780000,790000,785.0,0,0,0,0,0,1059.2,348.0,27.2,320.8,711.2
790000,800000,795.0,0,0,0,0,0,1154.4,443.2,28.0,415.2,711.2
800000,810000,805.0,0,0,0,0,0,1151.2,441.6,29.6,412.0,709.6
810000,820000,815.0,0,0,0,0,0,1452.8,744.8,29.6,715.2,708.0
820000,830000,825.0,0,0,0,0,0,1372.8,664.0,30.4,633.6,708.8
830000,840000,835.0,0,0,0,0,0,1449.6,743.2,31.2,712.0,706.4
840000,850000,845.0,0,0,0,0,0,1815.2,1108.0,32.0,1076.0,707.2
850000,860000,855.0,0,0,0,0,0,757.7344,51.3344,32.8,18.5344,706.4
860000,870000,865.0,0,0,0,0,0,764.8,59.2,33.6,25.6,705.6
870000,880000,875.0,0,0,0,0,0,764.8,57.6,32.0,25.6,707.2
880000,890000,885.0,0,0,0,0,0,759.2,51.2,31.2,20.0,708.0
890000,900000,895.0,0,0,0,0,0,774.4,66.4,32.0,34.4,708.0
900000,910000,905.0,0,0,0,0,0,738.5152,36.1152,36.0,0.1152,702.4
910000,920000,915.0,0,0,0,0,0,740.0,34.4,34.4,0.0,705.6
920000,930000,925.0,0,0,0,0,0,739.2,30.4,30.4,0.0,708.8
930000,940000,935.0,0,0,0,0,0,739.2,35.2,35.2,0.0,704.0
940000,950000,945.0,0,0,0,0,0,740.0,36.0,36.0,0.0,704.0
950000,960000,955.0,0,0,0,0,0,738.4,29.6,29.6,0.0,708.8
960000,970000,965.0,0,0,0,0,0,740.0,37.6,37.6,0.0,702.4
970000,980000,975.0,0,0,0,0,0,739.2,30.4,30.4,0.0,708.8
980000,990000,985.0,0,0,0,0,0,739.2,34.4,34.4,0.0,704.8
990000,1000000,995.0,0,0,0,0,0,740.0,33.6,33.6,0.0,706.4
1000000,1010000,1005.0,0,0,0,0,0,795.2,94.4,39.2,55.2,700.8
1010000,1020000,1015.0,0,0,0,0,0,900.0,202.4,42.4,160.0,697.6
1020000,1030000,1025.0,0,0,0,0,0,940.0,243.2,44.0,199.2,696.8
1030000,1040000,1035.0,0,0,0,0,0,1061.6,368.0,48.0,320.0,693.6
1040000,1050000,1045.0,0,0,0,0,0,1156.8,459.2,43.2,416.0,697.6
1050000,1060000,1055.0,0,0,0,0,0,1152.0,457.6,45.6,412.0,694.4
1060000,1070000,1065.0,0,0,0,0,0,1456.0,759.2,44.0,715.2,696.8
1070000,1080000,1075.0,0,0,0,0,0,1372.9152,670.5152,36.9152,633.6,702.4
1080000,1090000,1085.0,0,0,0,0,0,1450.4,748.0,36.0,712.0,702.4
1090000,1100000,1095.0,0,0,0,0,0,1816.0,1116.8,40.0,1076.8,699.2
1100000,1110000,1105.0,0,0,0,0,0,760.1344,54.5344,36.8,17.7344,705.6
1110000,1120000,1115.0,0,0,0,0,0,764.8,66.4,40.8,25.6,698.4
1120000,1130000,1125.0,0,0,0,0,0,763.2,62.4,38.4,24.0,700.8
1130000,1140000,1135.0,0,0,0,0,0,761.6,61.6,40.0,21.6,700.0
1140000,1150000,1145.0,0,0,0,0,0,775.2,72.8,38.4,34.4,702.4
1150000,1160000,1155.0,0,0,0,0,0,740.1152,44.1152,44.0,0.1152,696.0
1160000,1170000,1165.0,0,0,0,0,0,740.8,38.4,38.4,0.0,702.4
1170000,1180000,1175.0,0,0,0,0,0,740.8,44.0,44.0,0.0,696.8
1180000,1190000,1185.0,0,0,0,0,0,740.0,38.4,38.4,0.0,701.6
1190000,1200000,1195.0,0,0,0,0,0,740.8,44.8,44.8,0.0,696.0
1200000,1210000,1205.0,0,0,0,0,0,740.8,38.4,38.4,0.0,702.4
1210000,1220000,1215.0,0,0,0,0,0,740.0,45.6,45.6,0.0,694.4
1220000,1230000,1225.0,0,0,0,0,0,740.8,42.4,42.4,0.0,698.4
1230000,1240000,1235.0,0,0,0,0,0,739.2,40.8,40.8,0.0,698.4
1240000,1250000,1245.0,0,0,0,0,0,740.8,43.2,43.2,0.0,697.6
1250000,1260000,1255.0,0,0,0,0,0,795.2,98.4,43.2,55.2,696.8
1260000,1270000,1265.0,0,0,0,0,0,900.0,211.2,51.2,160.0,688.8
1270000,1280000,1275.0,0,0,0,0,0,941.6,248.8,49.6,199.2,692.8
1280000,1290000,1285.0,0,0,0,0,0,1061.6,377.6,57.6,320.0,684.0
1290000,1300000,1295.0,0,0,0,0,0,1157.6,465.6,49.6,416.0,692.0
1300000,1310000,1305.0,0,0,0,0,0,1152.8,469.6,59.2,410.4,683.2
1310000,1320000,1315.0,0,0,0,0,0,1457.6,770.4,54.4,716.0,687.2
1320000,1330000,1325.0,0,0,0,0,0,1376.8,696.0,61.6,634.4,680.8
1330000,1340000,1335.0,0,0,0,0,0,1454.4,769.6,57.6,712.0,684.8
1340000,1350000,1345.0,0,0,0,0,0,1818.4,1136.0,60.0,1076.0,682.4
1350000,1360000,1355.0,0,0,0,0,0,759.3344,75.3344,57.6,17.7344,684.0
1360000,1370000,1365.0,0,0,0,0,0,768.0,84.0,57.6,26.4,684.0
1370000,1380000,1375.0,0,0,0,0,0,766.4,79.2,55.2,24.0,687.2
1380000,1390000,1385.0,0,0,0,0,0,762.4,79.2,57.6,21.6,683.2
1390000,1400000,1395.0,0,0,0,0,0,776.8,89.6,55.2,34.4,687.2
1400000,1410000,1405.0,0,0,0,0,0,742.5152,63.3152,63.2,0.1152,679.2
1410000,1420000,1415.0,0,0,0,0,0,742.4,48.8,48.8,0.0,693.6
1420000,1430000,1425.0,0,0,0,0,0,742.4,68.0,68.0,0.0,674.4
1430000,1440000,1435.0,0,0,0,0,0,742.4,53.6,53.6,0.0,688.8
1440000,1450000,1445.0,0,0,0,0,0,743.2,65.6,65.6,0.0,677.6
1450000,1460000,1455.0,0,0,0,0,0,741.6,57.6,57.6,0.0,684.0
1460000,1470000,1465.0,0,0,0,0,0,742.4,62.4,62.4,0.0,680.0
1470000,1480000,1475.0,0,0,0,0,0,742.4,63.2,63.2,0.0,679.2
1480000,1490000,1485.0,0,0,0,0,0,741.7152,48.1152,48.1152,0.0,693.6
1490000,1500000,1495.0,0,0,0,0,0,740.8,54.4,54.4,0.0,686.4
1500000,1510000,1505.0,0,0,0,0,0,795.2,108.8,53.6,55.2,686.4
1510000,1520000,1515.0,0,0,0,0,0,902.4,222.4,62.4,160.0,680.0
1520000,1530000,1525.0,0,0,0,0,0,940.8,256.0,56.8,199.2,684.8
1530000,1540000,1535.0,0,0,0,0,0,1062.4,386.4,66.4,320.0,676.0
1540000,1550000,1545.0,0,0,0,0,0,1158.4,484.8,68.8,416.0,673.6
1550000,1560000,1555.0,0,0,0,0,0,1155.2,477.6,65.6,412.0,677.6
1560000,1570000,1565.0,0,0,0,0,0,1459.2,786.4,71.2,715.2,672.8
1570000,1580000,1575.0,0,0,0,0,0,1375.2,692.0,58.4,633.6,683.2
1580000,1590000,1585.0,0,0,0,0,0,1454.7456,780.0,68.8,711.2,674.7456
1590000,1600000,1595.0,0,0,0,0,0,1814.8608,1132.1152,56.9152,1075.2,682.7456
1600000,1610000,1605.0,0,0,0,0,0,762.6496,89.7344,69.6,20.1344,672.9152
1610000,1620000,1615.0,0,0,0,0,0,768.8,87.2,61.6,25.6,681.6
1620000,1630000,1625.0,0,0,0,0,0,765.3888,100.0,75.2,24.8,665.3888
1630000,1640000,1635.0,0,0,0,0,0,760.9408,83.776,62.976,20.8,677.1648
1640000,1650000,1645.0,0,0,0,0,0,777.2608,103.3152,68.9152,34.4,673.9456
1650000,1660000,1655.0,0,0,0,0,0,744.4608,68.1152,68.0,0.1152,676.3456
1660000,1670000,1665.0,0,0,0,0,0,746.4,62.4,62.4,0.0,684.0
1670000,1680000,1675.0,0,0,0,0,0,744.8,73.6,73.6,0.0,671.2
1680000,1690000,1685.0,0,0,0,0,0,743.2,58.4,58.4,0.0,684.8
1690000,1700000,1695.0,0,0,0,0,0,743.3152,67.3152,67.3152,0.0,676.0
1700000,1710000,1705.0,0,0,0,0,0,741.7152,64.0,64.0,0.0,677.7152
1710000,1720000,1715.0,0,0,0,0,0,740.6912,68.0,68.0,0.0,672.6912
1720000,1730000,1725.0,0,0,0,0,0,742.4,65.6,65.6,0.0,676.8
1730000,1740000,1735.0,0,0,0,0,0,744.3712,65.6,65.6,0.0,678.7712
1740000,1750000,1745.0,0,0,0,0,0,742.0672,84.0,84.0,0.0,658.0672
1750000,1760000,1755.0,0,0,0,0,0,799.8912,124.0,68.8,55.2,675.8912
1760000,1770000,1765.0,0,0,0,0,0,903.3152,248.8,88.8,160.0,654.5152
1770000,1780000,1775.0,0,0,0,0,0,943.2064,278.4,79.2,199.2,664.8064
1780000,1790000,1785.0,0,0,0,0,0,1065.2608,397.7152,76.9152,320.8,667.5456
1790000,1800000,1795.0,0,0,0,0,0,1158.0928,516.0,100.8,415.2,642.0928
1800000,1810000,1805.0,0,0,0,0,0,1154.4,499.2,88.0,411.2,655.2
1810000,1820000,1815.0,0,0,0,0,0,1461.152,809.6,94.4,715.2,651.552
1820000,1830000,1825.0,0,0,0,0,0,1379.456,736.8,102.4,634.4,642.656
1830000,1840000,1835.0,0,0,0,0,0,1457.0432,818.4,108.0,710.4,638.6432
1840000,1850000,1845.0,0,0,0,0,0,1824.9536,1204.0,126.4,1077.6,620.9536
1850000,1860000,1855.0,0,0,0,0,0,763.5776,152.1344,134.4,17.7344,611.4432
1860000,1870000,1865.0,0,0,0,0,0,779.7056,224.0,197.6,26.4,555.7056
1870000,1880000,1875.0,0,0,0,0,0,760.0896,406.4,381.6,24.8,353.6896
1880000,1890000,1885.0,0,0,0,0,0,770.4128,695.2064,674.4064,20.8,75.2064
1890000,1900000,1895.0,0,0,0,0,0,772.928,723.3152,688.9152,34.4,49.6128
1900000,1910000,1905.0,0,0,0,0,0,759.3216,759.3216,759.2064,0.1152,0.0
1910000,1920000,1915.0,0,0,0,0,0,668.8064,668.8064,668.8064,0.0,0.0
1920000,1930000,1925.0,0,0,0,0,0,476.2368,476.2368,476.2368,0.0,0.0
1930000,1940000,1935.0,0,0,0,0,0,367.3152,367.3152,367.3152,0.0,0.0
1940000,1950000,1945.0,0,0,0,0,0,160.0064,160.0064,160.0064,0.0,0.0
1950000,1960000,1955.0,0,0,0,0,0,101.6,101.6,101.6,0.0,0.0
1960000,1970000,1965.0,0,0,0,0,0,107.2,107.2,107.2,0.0,0.0
1970000,1980000,1975.0,0,0,0,0,0,25.1456,25.1456,25.1456,0.0,0.0
